Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students,BE Score,ICSEA,ATAR Rank,Median ATAR,Eligible Year 12 students,Students with ATAR,% students with ATAR
4189,ROEBOURNE DISTRICT HIGH SCHOOL,FRASER STREET,ROEBOURNE,WA,6718,PO BOX 186,ROEBOURNE,WA,6718,-20.76855012,117.14215,08 9182 3300,PILBARA,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,10,8,7,8,6,5,14,10,,9,12,15,10,12,9,,135,72,597,,,,,
4082,KOJONUP DISTRICT HIGH SCHOOL,BLACKWOOD ROAD,KOJONUP,WA,6395,BLACKWOOD ROAD,KOJONUP,WA,6395,-33.84013104,117.1565215,08 9831 3300,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,24,21,23,32,15,39,17,17,,18,16,13,10,,,,245,77,968,,,,,
4039,NARROGIN SENIOR HIGH SCHOOL,GRAY STREET,NARROGIN,WA,6312,PMB 2,NARROGIN,WA,6312,-32.93810289,117.1914239,08 9881 9300,WHEATBELT,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,124,131,105,120,80,92,,652,82,968,124,65.45,90,33,36.67
4201,WESTERN AUSTRALIAN COLLEGE OF AGRICULTURE - CUNDERDIN,267 CUNDERDIN-WYALKATCHEM ROAD,CUNDERDIN,WA,6407,PO BOX 132,CUNDERDIN,WA,6407,-31.626847,117.230704,08 9635 2100,WHEATBELT,Agricultural Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,74,60,,134,,,,,,,
4069,CUNDERDIN DISTRICT HIGH SCHOOL,CUBBINE STREET,CUNDERDIN,WA,6407,CUBBINE STREET,CUNDERDIN,WA,6407,-31.65627,117.243877,08 9635 3300,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,13,13,14,14,16,12,14,12,,17,17,19,5,,,,166,83,952,,,,,
4102,WAGIN DISTRICT HIGH SCHOOL,10 RANFORD STREET,WAGIN,WA,6315,10 RANFORD STREET,WAGIN,WA,6315,-33.31189146,117.3404578,08 9861 3200,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,15,18,27,27,25,31,22,26,,16,17,15,7,,,,246,75,962,,,,,
4072,DENMARK SENIOR HIGH SCHOOL,956 SOUTH COAST HIGHWAY,DENMARK,WA,6333,956 SOUTH COAST HIGHWAY,DENMARK,WA,6333,-34.95741408,117.3645842,08 9848 0100,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,79,74,91,83,53,47,,427,93,1038,73,78.9,47,20,42.55
4202,WESTERN AUSTRALIAN COLLEGE OF AGRICULTURE - DENMARK,SOUTH COAST HIGHWAY,DENMARK,WA,6333,PO BOX 350,DENMARK,WA,6333,-34.94864439,117.373081,08 9848 0200,SOUTH WEST,Agricultural Colleges,SECONDARY SCHOOLS,Y10,Y12,,,,,,,,,,,,,41,51,44,,136,,,,,,,
4107,WYALKATCHEM DISTRICT HIGH SCHOOL,HONOUR AVENUE,WYALKATCHEM,WA,6485,HONOUR AVENUE,WYALKATCHEM,WA,6485,-31.1738,117.385581,08 9692 1500,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,5,4,4,1,7,5,3,11,,8,5,5,4,,,,62,Not Rated,902,,,,,
4097,QUAIRADING DISTRICT HIGH SCHOOL,MCLENNAN STREET,QUAIRADING,WA,6383,MCLENNAN STREET,QUAIRADING,WA,6383,-32.0076234,117.3985906,08 9645 1208,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,8,12,13,11,17,9,7,8,,16,5,4,4,,,,114,Not Rated,881,,,,,
4028,KATANNING SENIOR HIGH SCHOOL,2-8 GOLF LINKS ROAD,KATANNING,WA,6317,2-8 GOLF LINKS ROAD,KATANNING,WA,6317,-33.68321703,117.5692745,08 9891 1100,WHEATBELT,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,53,59,64,61,51,38,,326,77,899,,,,,
4186,MOUNT BARKER COMMUNITY COLLEGE,WOOGENELLUP ROAD,MOUNT BARKER,WA,6324,PO BOX 116,MOUNT BARKER,WA,6324,-34.612767,117.665171,08 9851 5800,SOUTH WEST,K-12 SCHOOLS,K-12 SCHOOLS,KIN,Y12,42,57,44,47,42,44,49,44,,67,65,53,60,47,39,,700,78,942,,,,,
4081,KELLERBERRIN DISTRICT HIGH SCHOOL,54 JAMES STREET,KELLERBERRIN,WA,6410,54 JAMES STREET,KELLERBERRIN,WA,6410,-31.63149171,117.7186275,08 9045 6300,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,7,8,13,14,9,12,9,8,,5,9,3,4,,,,101,73,894,,,,,
4100,TOM PRICE SENIOR HIGH SCHOOL,MILPERA STREET,TOM PRICE,WA,6751,MILPERA STREET,TOM PRICE,WA,6751,-22.68733347,117.7946827,08 9188 3650,PILBARA,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,56,61,49,44,38,32,,280,79,928,,,,,
4142,MOUNT MAGNET DISTRICT HIGH SCHOOL,LAURIE STREET,MOUNT MAGNET,WA,6638,PO BOX 60,MOUNT MAGNET,WA,6638,-28.05966342,117.8458664,08 9963 4081,MIDWEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,9,10,10,11,11,8,8,6,,3,2,4,2,2,1,,87,Not Rated,,,,,,
4137,NORTH ALBANY SENIOR HIGH SCHOOL,47 ANSON ROAD,ALBANY,WA,6330,47 ANSON ROAD,ALBANY,WA,6330,-34.99074882,117.8668674,08 9892 0611,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,179,166,151,141,115,81,,833,84,970,110,70.15,81,40,49.38
1003,JOHN CALVIN SCHOOL,9 BEAUFORT ROAD,ALBANY,WA,6330,9 BEAUFORT ROAD,ALBANY,WA,6330,-35.003739,117.871159,08 9841 3840,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,23,5,13,15,21,21,18,23,,21,16,12,16,,,,204,95,1024,,,,,
4068,CORRIGIN DISTRICT HIGH SCHOOL,53 LYNCH STREET,CORRIGIN,WA,6375,53 LYNCH STREET,CORRIGIN,WA,6375,-32.32675596,117.8771847,08 9063 2042,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,9,14,12,15,10,10,8,5,,8,8,3,6,,,,108,84,975,,,,,
1285,BETHEL CHRISTIAN SCHOOL,20 BETHEL WAY,ALBANY,WA,6330,20 BETHEL WAY,ALBANY,WA,6330,-35.00481744,117.881185,08 9842 2100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,30,26,28,38,34,28,31,41,,32,46,23,27,37,16,,437,84,1016,,,,,
4001,ALBANY SENIOR HIGH SCHOOL,1 CAMPBELL ROAD,ALBANY,WA,6330,1 CAMPBELL ROAD,ALBANY,WA,6330,-35.02044765,117.8917733,08 9841 0444,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,181,195,164,153,160,124,,977,88,1010,101,72.8,123,53,43.09
1002,ST JOSEPH'S COLLEGE,MARTIN ROAD,ALBANY,WA,6330,MARTIN ROAD,ALBANY,WA,6330,-34.997944,117.902192,08 9844 0222,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,55,29,46,47,43,33,53,53,,57,61,48,38,39,25,,627,87,1033,,,,,
1438,AUSTRALIAN CHRISTIAN COLLEGE - SOUTHLANDS,26 BREWSTER ROAD,ALBANY,WA,6330,LOCKED BAG 5,ALBANY,WA,6330,-34.99550802,117.9227056,08 9892 5100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,PPR,Y12,,23,15,26,18,30,34,52,,64,80,106,118,57,30,,653,91,1034,,,,,
1431,GREAT SOUTHERN GRAMMAR,244 NANARUP ROAD,LOWER KALGAN,WA,6330,244 NANARUP ROAD,LOWER KALGAN,WA,6330,-34.94755539,117.9707332,08 9844 0300,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,21,15,9,13,19,25,33,38,,62,101,97,82,95,83,,693,96,1075,84,76.05,83,54,65.06
4078,GNOWANGERUP DISTRICT HIGH SCHOOL,YOUGENUP ROAD,GNOWANGERUP,WA,6335,YOUGENUP ROAD,GNOWANGERUP,WA,6335,-33.938232,118.00801,08 9827 3300,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,17,16,13,14,14,12,15,11,,7,6,8,4,,,,137,Not Rated,917,,,,,
4065,BRUCE ROCK DISTRICT HIGH SCHOOL,37 DUNSTALL STREET,BRUCE ROCK,WA,6418,37 DUNSTALL STREET,BRUCE ROCK,WA,6418,-31.87363474,118.1476627,08 9061 1237,WHEATBELT,Primary Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,10,5,12,13,11,12,9,18,,15,7,2,4,,,,118,89,952,,,,,
4083,KULIN DISTRICT HIGH SCHOOL,GORDON STREET,KULIN,WA,6365,PO BOX 19,KULIN,WA,6365,-32.67021123,118.1526847,08 9880 1264,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,7,9,14,13,13,15,9,9,,12,8,10,8,,,,127,85,1033,,,,,
4087,MUKINBUDIN DISTRICT HIGH SCHOOL,WHITE STREET,MUKINBUDIN,WA,6479,WHITE STREET,MUKINBUDIN,WA,6479,-30.916192,118.208956,08 9048 3400,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,8,9,8,9,8,7,9,9,,4,6,11,3,1,4,,96,74,964,,,,,
4194,MERREDIN COLLEGE,WOOLGAR AVENUE,MERREDIN,WA,6415,WOOLGAR AVENUE,MERREDIN,WA,6415,-31.48808967,118.2849815,08 9041 7520,WHEATBELT,K-12 SCHOOLS,K-12 SCHOOLS,KIN,Y12,21,24,24,28,26,33,25,34,,57,58,67,60,38,43,,538,84,954,,,,,
4090,NAREMBEEN DISTRICT HIGH SCHOOL,ADA STREET,NAREMBEEN,WA,6369,PO BOX 8,NAREMBEEN,WA,6369,-32.06303073,118.3912322,08 9064 7286,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,14,16,11,12,12,8,9,10,,8,12,5,10,,,,127,95,1006,,,,,
4084,LAKE GRACE DISTRICT HIGH SCHOOL,1 SCHOOL PLACE,LAKE GRACE,WA,6353,1 SCHOOL PLACE,LAKE GRACE,WA,6353,-33.103443,118.459432,08 9865 1207,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,9,12,9,18,9,14,9,9,,7,8,8,4,2,1,,119,79,990,,,,,
4085,MEEKATHARRA DISTRICT HIGH SCHOOL,SAVAGE STREET,MEEKATHARRA,WA,6642,SAVAGE STREET,MEEKATHARRA,WA,6642,-26.59116051,118.4913155,08 9981 0800,MIDWEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,7,12,9,8,4,12,6,5,,8,8,6,5,1,4,,95,Not Rated,702,,,,,
4053,HEDLAND SENIOR HIGH SCHOOL,78 HAMILTON ROAD,SOUTH HEDLAND,WA,6722,PO BOX 2609,SOUTH HEDLAND,WA,6722,-20.39878872,118.598616,08 9172 8000,PILBARA,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,209,177,163,143,123,101,,916,76,908,,,,,
1523,KARALUNDI COLLEGE,"LOT 1, KARALUNDI DRIVE",MEEKATHARRA,WA,6642,"LOT 1, KARALUNDI DRIVE",MEEKATHARRA,WA,6642,-26.130058,118.693121,08 9981 2937,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y10,,,,,,,,,,10,2,8,3,,,,23,,,,,,,
4080,JERRAMUNGUP DISTRICT HIGH SCHOOL,2 LANCASTER ROAD,JERRAMUNGUP,WA,6337,2 LANCASTER ROAD,JERRAMUNGUP,WA,6337,-33.94498437,118.9175865,08 9835 2600,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y11,11,9,10,10,10,10,13,12,,13,11,12,4,1,,,126,78,992,,,,,
1242,STRELLEY COMMUNITY SCHOOL,WARRALONG STATION,VIA PORT HEDLAND,WA,6721,LOCKED BAG 188,PORT HEDLAND,WA,6721,-20.43710217,118.988487,08 9176 4925,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,6,6,9,5,1,5,5,4,,7,,4,3,3,2,,60,Not Rated,754,,,,,
4099,SOUTHERN CROSS DISTRICT HIGH SCHOOL,ANTARES STREET,SOUTHERN CROSS,WA,6426,ANTARES STREET,SOUTHERN CROSS,WA,6426,-31.23119646,119.3268575,08 9048 9000,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,4,4,3,3,4,4,3,6,,8,4,6,7,,,,56,Not Rated,930,,,,,
4114,NEWMAN SENIOR HIGH SCHOOL,GREGORY AVENUE,NEWMAN,WA,6753,PMB 6,NEWMAN,WA,6753,-23.36220252,119.7341359,08 9175 8100,PILBARA,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,81,59,53,46,52,31,,322,77,926,,,,,
4098,RAVENSTHORPE DISTRICT HIGH SCHOOL,MORGANS STREET,RAVENSTHORPE,WA,6346,LOCKED BAG 555,RAVENSTHORPE,WA,6346,-33.58198044,120.0519004,08 9852 3000,GOLDFIELDS,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,5,11,10,11,8,7,5,8,,14,13,13,3,,2,,110,77,970,,,,,
1284,CHRISTIAN ABORIGINAL PARENT-DIRECTED SCHOOL,85-93 LINDSAY STREET,COOLGARDIE,WA,6429,85-93 LINDSAY STREET,COOLGARDIE,WA,6429,-30.95228,121.16131,08 9093 8000,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,2,7,2,2,5,3,5,6,,23,8,11,11,9,6,,100,73,723,,,,,
4151,LEONORA DISTRICT HIGH SCHOOL,GWALIA STREET,LEONORA,WA,6438,PO BOX 200,LEONORA,WA,6438,-28.88414676,121.3329384,08 9037 6143,GOLDFIELDS,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y11,8,12,12,9,5,9,9,8,,9,9,6,5,6,,,107,Not Rated,716,,,,,
1439,GOLDFIELDS BAPTIST COLLEGE,4 MAGUIRE STREET,KALGOORLIE,WA,6430,4 MAGUIRE STREET,KALGOORLIE,WA,6430,-30.77620533,121.4630845,08 9022 7535,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,23,19,19,22,26,20,23,23,1,32,33,24,26,,,1,292,79,993,,,,,
4182,EASTERN GOLDFIELDS COLLEGE,70 CASSIDY STREET,KALGOORLIE,WA,6430,LOCKED BAG 33,KALGOORLIE PO,WA,6433,-30.75101639,121.4753746,08 9092 3100,GOLDFIELDS,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,259,183,,442,Not Rated,990,115,68.2,165,41,24.85
1310,JOHN PAUL COLLEGE,LIONEL STREET,KALGOORLIE,WA,6430,LIONEL STREET,KALGOORLIE,WA,6430,-30.76410096,121.4787154,08 9021 4377,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,158,140,140,138,54,39,,669,87,1018,108,71,39,31,79.49
4185,KALGOORLIE-BOULDER COMMUNITY HIGH SCHOOL,BOOMERANG CRESCENT,KALGOORLIE,WA,6430,LOCKED BAG 9,KALGOORLIE,WA,6430,-30.76705062,121.4788763,08 9092 0300,GOLDFIELDS,High Schools,SECONDARY SCHOOLS,Y07,Y10,,,,,,,,,,268,220,192,155,,,,835,75,905,,,,,
4111,KAMBALDA WEST DISTRICT HIGH SCHOOL,SALMON GUM ROAD,KAMBALDA WEST,WA,6442,SALMON GUM ROAD,KAMBALDA WEST,WA,6442,-31.20551775,121.6204895,08 9027 2950,GOLDFIELDS,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,17,18,15,18,23,13,18,13,,21,22,21,20,,,,219,74,888,,,,,
4092,NORSEMAN DISTRICT HIGH SCHOOL,GOODLIFFE STREET,NORSEMAN,WA,6443,PO BOX 141,NORSEMAN,WA,6443,-32.19186573,121.773247,08 9083 9000,GOLDFIELDS,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y11,4,6,4,1,7,7,8,5,,5,5,3,6,3,,,64,73,826,,,,,
4018,ESPERANCE SENIOR HIGH SCHOOL,PINK LAKE ROAD,ESPERANCE,WA,6450,PO BOX 465,ESPERANCE,WA,6450,-33.86017872,121.868258,08 9071 9555,GOLDFIELDS,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,151,188,161,147,141,125,,913,81,972,67,79.9,124,42,33.87
1367,WONGUTHA CHRISTIAN ABORIGINAL PARENT-DIRECTED SCHOOL,GIBSON ROAD EAST,GIBSON,WA,6448,GIBSON ROAD EAST,GIBSON,WA,6448,-33.658921,121.874743,08 9075 4011,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y11,Y12,,,,,,,,,,,,,,33,30,,63,Not Rated,,,,,,
1481,ESPERANCE ANGLICAN COMMUNITY SCHOOL,5 GRIFFIN STREET,ESPERANCE,WA,6450,5 GRIFFIN STREET,ESPERANCE,WA,6450,-33.87140172,121.8844588,08 9083 2444,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,40,38,42,37,21,14,,192,87,1029,,,,,
1227,ST MARY'S COLLEGE,3 PORT DRIVE,BROOME,WA,6725,3 PORT DRIVE,BROOME,WA,6725,-17.96107323,122.222487,08 9194 9500,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,73,53,59,62,57,49,58,64,,82,65,55,40,42,23,,782,76,889,,,,,
1528,ST MARTIN DE PORRES SCHOOL,154 FREDERICK STREET,DJUGUN,WA,6725,154 FREDERICK STREET,DJUGUN,WA,6725,-17.954391,122.224409,08 9195 4200,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y10,Y10,,,,,,,,,,,,,1,,,,1,,,,,,,
4064,BROOME SENIOR HIGH SCHOOL,FREDERICK STREET,BROOME,WA,6725,PO BOX 1316,BROOME,WA,6725,-17.95614273,122.2323264,08 9195 3100,KIMBERLEY,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,175,176,127,141,112,97,,828,78,932,90,75.45,94,36,38.3
1362,PARNNGURR COMMUNITY SCHOOL,PARNNGURR ABORIGINAL COMMUNITY,VIA NEWMAN  PMB14,WA,6753,PARNNGURR ABORIGINAL COMMUNITY,VIA NEWMAN  PMB14,WA,6753,-22.817552,122.597546,08 9176 9003,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT,PPR,Y12,,1,1,3,1,1,,,,6,3,1,4,4,2,,27,,,,,,,
1104,CHRIST THE KING CATHOLIC SCHOOL,LOMBADINA,LOMBADINA,WA,6725,LOMBADINA,LOMBADINA,WA,6725,-16.516088,122.892963,08 9192 4934,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,4,3,6,5,6,3,4,2,,7,2,2,4,,,,48,,,,,,,
1315,RAWA COMMUNITY SCHOOL ABORIGINAL CORPORATION,LAKE DORA (PUNMU COMMUNITY),GREAT SANDY DESERT,WA,6753,LAKE DORA (PUNMU COMMUNITY),GREAT SANDY DESERT,WA,6753,-22.044005,123.120655,08 9176 9022,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,3,3,2,3,3,8,4,5,,4,3,4,2,3,1,,48,,,,,,,
4073,DERBY DISTRICT HIGH SCHOOL,10 ANDERSON STREET,DERBY,WA,6728,PMB 958,DERBY,WA,6728,-17.30943881,123.633739,08 9193 3000,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,39,38,46,56,40,54,42,46,,45,47,46,33,20,12,,564,73,758,,,,,
1260,KULKARRIYA COMMUNITY SCHOOL,YUNGNGORA COMMUNITY NOONKANBAH STATION,VIA FITZROY CROSSING,WA,6765,YUNGNGORA COMMUNITY NOONKANBAH STATION,VIA FITZROY CROSSING,WA,6765,-18.503222,124.831111,08 9191 4737,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,9,11,6,4,6,3,10,2,,8,5,2,1,,,,67,Not Rated,645,,,,,
1416,WULUNGARRA COMMUNITY SCHOOL,MILLIJIDEE STATION,FITZROY CROSSING,WA,6765,MILLIJIDEE STATION,FITZROY CROSSING,WA,6765,-18.825259,124.941733,08 9191 7402,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,4,,,,1,4,2,2,,5,1,4,4,,,,27,,,,,,,
1382,YAKANARRA COMMUNITY SCHOOL,YAKANARRA COMMUNITY MANGUNAMPI ROAD,YAKANARRA,WA,6765,YAKANARRA COMMUNITY MANGUNAMPI ROAD,YAKANARRA,WA,6765,-18.671644,125.298823,08 9191 7164,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,4,1,3,2,3,3,1,4,,3,2,2,3,,,,31,Not Rated,,,,,,
4149,FITZROY VALLEY DISTRICT HIGH SCHOOL,FLYNN DRIVE,FITZROY CROSSING,WA,6765,PO BOX 106,FITZROY CROSSING,WA,6765,-18.196468,125.566842,08 9163 8600,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,21,17,20,22,15,16,13,14,,30,43,38,15,21,11,,296,72,705,,,,,
1489,YIRAMALAY/WESLEY STUDIO SCHOOL,LEOPOLD DOWNS CATTLE STATION,VIA FITZROY CROSSING,WA,6765,LEOPOLD DOWNS CATTLE STATION,VIA FITZROY CROSSING,WA,6765,-18.193564,125.567949,03 8102 6000,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y10,Y12,,,,,,,,,,,,,17,13,16,,46,Not Rated,,,,,,
1297,YIYILI ABORIGINAL COMMUNITY SCHOOL,"LOT 1 EDUCATION STREET, YIYILI COMMUNITY",VIA HALLS CREEK,WA,6770,"LOT 1 EDUCATION STREET, YIYILI COMMUNITY",VIA HALLS CREEK,WA,6770,-18.718867,126.754211,08 9191 7195,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,5,7,3,4,5,10,5,5,,6,3,5,2,,,,60,Not Rated,,,,,,
4145,HALLS CREEK DISTRICT HIGH SCHOOL,THOMAS STREET,HALLS CREEK,WA,6770,PO BOX 117,HALLS CREEK,WA,6770,-18.22567554,127.669356,08 9171 5555,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,28,25,24,28,26,28,27,30,,32,32,39,25,26,12,,382,73,,,,,,
1305,LUURNPA CATHOLIC SCHOOL,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,-20.142514,127.983031,08 9168 8902,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,11,8,9,12,7,12,14,5,,5,8,8,5,,,,104,Not Rated,585,,,,,
4108,WYNDHAM DISTRICT HIGH SCHOOL,COVERLEY STREET,WYNDHAM,WA,6740,PO BOX 21,WYNDHAM,WA,6740,-15.48878706,128.1212215,08 9161 1063,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,6,9,4,8,5,7,11,7,,10,13,6,9,4,3,,102,73,700,,,,,
1271,NGALANGANGPUM SCHOOL,WARMUN COMMUNITY VIA GREAT NORTHERN HWY,KUNUNURRA,WA,6743,WARMUN COMMUNITY VIA GREAT NORTHERN HWY,KUNUNURRA,WA,6743,-17.029901,128.212134,08 9167 2501,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,4,7,4,4,4,7,6,4,,3,4,10,7,,,,64,Not Rated,664,,,,,
4123,EAST KIMBERLEY COLLEGE,MANGALOO STREET,KUNUNURRA,WA,6743,PO BOX 617,KUNUNURRA,WA,6743,-15.76888254,128.7361825,08 9168 4400,KIMBERLEY,K-12 SCHOOLS,K-12 SCHOOLS,KIN,Y12,60,63,78,80,74,81,88,85,,77,65,51,63,42,42,,949,,,,,,,
